omega	RE_E	IM_E	RE_P	IM_P	Alpha	T2
22.299651567944267	4.327743218282845	-6.631464865357527e-05	924.5963341186635	1690.7776680141274	390.68672748431123	156.22916158705937
22.996515679442524	4.135245453305807	-5.681529689236701e-05	880.4671001086018	1616.9453697741146	391.01849810647707	156.2291616040193
23.69337979094078	3.9457830760894987	-4.5763778384147064e-05	837.2886927924668	1544.1589867335986	391.3465762681781	156.2291616204058
24.39024390243904	3.7597352518456626	-3.3476642422574565e-05	795.131201790439	1472.5757844652148	391.671957078701	156.2291616362379
25.087108013937296	3.577449496991485	-2.0303779142474204e-05	754.0546433165033	1402.338824721603	391.99522047352605	156.22916165153367
25.783972125435554	3.399241266583257	-6.618362473572771e-06	714.111974175592	1333.5758042096502	392.3161346912565	156.22916166631057
26.48083623693381	3.225393781318062	7.193812333017937e-06	675.3514550585461	1266.4010185554696	392.6340776132935	156.22916168058572
27.17770034843207	3.0561580840455616	2.0745288987624967e-05	637.8161050551156	1200.9182919555035	392.94890164726064	156.22916169437562
27.874564459930326	2.8917533140039535	3.3657894218815545e-05	601.5410064721552	1137.22187175037	393.26137004550367	156.22916170769588
28.571428571428584	2.7323671854785507	4.5573354123336936e-05	566.5514141450375	1075.3944819462502	393.57266395579836	156.2291617205623
29.26829268292684	2.5781566562862097	5.616328289297895e-05	532.8637972105662	1015.504693787726	393.88339059085774	156.22916173298958
29.9651567944251	2.429248770419485	6.513826406816607e-05	500.4889791398359	957.6065018895735	394.19309074894664	156.229161744992
30.662020905923356	2.2857416583432983	7.225577240978918e-05	469.43446772837217	901.7417923845828	394.5008171217071	156.22916175658358
31.358885017421613	2.1477056778222896	7.732671942557049e-05	439.7039575758203	847.9435255514816	394.80628186564206	156.22916176777778
32.05574912891987	2.015184677765378	8.022044650042469e-05	411.29489486764544	796.236829243695	395.11041541007774	156.2291617785879
32.75261324041813	1.8881973673976034	8.08680351272254e-05	384.1969516235387	746.6374052597142	395.4146755682878	156.22916178902634
33.449477351916386	1.7667387730989916	7.926385271107013e-05	358.39330517751176	699.1494163179871	395.71969915381146	156.22916179910547
34.14634146341464	1.6507817654737456	7.546530324701261e-05	333.8637662642223	653.7655472092843	396.0246575117711	156.22916180883686
34.8432055749129	1.5402786396164663	6.95908034560208e-05	310.58695480711845	610.4697259536538	396.3280905696074	156.2291618182323
35.54006968641116	1.4351627321099967	6.181605521474001e-05	288.5397311794303	569.2403214480495	396.6295107355808	156.22916182730256
36.236933797909415	1.3353500590043983	5.236873286061564e-05	267.69488893860057	530.0512044702997	396.9301546275906	156.22916183605838
36.93379790940767	1.2407409598708714	4.152174792337865e-05	248.0198506460229	492.8702672749493	397.2319626811297	156.2291618445104
37.63066202090593	1.1512217339788828	2.9585292731334827e-05	229.478046675218	457.6575733337557	397.5356459649062	156.22916185266857
38.32752613240419	1.0666662556905866	1.689789716205255e-05	212.03191345797686	424.3656473481083	397.83979854405874	156.22916186054238
39.024390243902445	0.9869375572843186	3.816758648336832e-06	195.64481794216468	392.94220987846035	398.14216245002945	156.22916186814143
39.7212543554007	0.9118893685896003	-9.292376229813571e-06	180.280327305472	363.3331770225313	398.44198934734635	156.2291618754747
40.41811846689896	0.8413676040211747	-2.206549012480894e-05	165.89993271166787	335.48349576818936	398.741102917383	156.22916188255113
41.11498257839722	0.775211788821383	-3.4150442944890256e-05	152.46186397400533	309.3355887569553	399.04231208469	156.22916188937904
41.811846689895475	0.7132564175418947	-4.521670559714232e-05	139.92247333420022	284.8275774803156	399.3464898165659	156.229161895967
42.50871080139373	0.6553322390017678	-5.4964409862801966e-05	128.23903140664197	261.89361950359466	399.6512880235997	156.22916190232257
43.20557491289199	0.6012674631349356	-6.31324666324912e-05	117.37134963791263	240.4664984531081	399.95315631969123	156.22916190845385
43.90243902439025	0.5508888862734891	-6.950553333994334e-05	107.28084660245308	220.4802988123452	400.2510059613466	156.229161914368
44.599303135888505	0.5040229324925646	-7.391964587495632e-05	97.9282570878845	201.87091253397062	400.5477871452851	156.22916192007247
45.29616724738679	0.46049660965841743	-7.626636960403849e-05	89.27251622400458	184.5743152087499	400.84789199104455	156.2291619255742
45.99303135888505	0.4201383797656624	-7.649536708148753e-05	81.27210742561978	168.52477112639812	401.1525035996	156.22916193087994
46.689895470383306	0.38277894401625	-7.461532547077215e-05	73.88763556839466	153.65513506457933	401.4576417749356	156.22916193599627
47.38675958188156	0.34825194387708036	-7.069323317981851e-05	67.08314679491853	139.89923715475382	401.75755328844764	156.22916194092937
48.08362369337982	0.31639458005199494	-6.485204153136456e-05	60.82499829112704	127.19420040679879	402.0507003163124	156.22916194568563
48.78048780487808	0.2870481519159537	-5.7266792063056084e-05	55.079555189218134	115.4806066140258	402.3422194126573	156.2291619502708
