t	RE_E	IM_E	RE_P	IM_P	Alpha
478	1.1119660443218955e-05	0.00025414442302740205	-0.2557227154191991	-0.06463033550739587	993.1822077737194
479	1.1101834468063795e-05	0.00023384895702344908	-0.19044559469794928	-0.034556271758989496	805.564773017313
480	1.0997201266098461e-05	0.00021494037438368014	-0.17832779046874822	0.02004999586799005	832.255693715624
481	1.0806996184460404e-05	0.0001973353301456481	-0.21167287653134007	0.038193671518124334	1080.0161362521103
482	1.0533118137212719e-05	0.00018095572077134832	-0.23213576046486817	0.0008612262542954732	1278.7761214189204
483	1.0178111178961311e-05	0.00016572835176979612	-0.19776182674779844	-0.04743165637929529	1171.2943552073787
484	9.745141134934178e-06	0.00015158461794407595	-0.13088515130900563	-0.04999266984029994	838.7770970834481
485	9.237967500232168e-06	0.00013846019652665815	-0.09211544304727054	-0.0029734752402150177	660.9098131197302
486	8.660910856346973e-06	0.00012629475342799113	-0.11062001212655773	0.040508509630784076	893.6806000091422
487	8.01881608648206e-06	0.0001150316627789362	-0.15081323339586536	0.03153728449079659	1323.737552554222
488	7.317011702478231e-06	0.00010461773990813576	-0.15341883397715358	-0.018579049122953134	1446.9717271178115
489	6.561265624240509e-06	9.50029878498421e-05	-0.10345675393948323	-0.05158738350673441	1046.4904695273983
490	5.757737778238284e-06	8.614035743561126e-05	-0.04711577059996868	-0.029282262690313633	521.9115143214566
491	4.912929904071763e-06	7.798552097977877e-05	-0.03845555911596809	0.022831730404147755	509.53316107344654
492	4.033632977588142e-06	7.04966595233846e-05	-0.07737947896855055	0.045107771246553054	1130.542991387062
493	3.126872674621373e-06	6.363426355957688e-05	-0.10999142093121211	0.012285962857209707	1733.7944874254702
494	2.1998533125706753e-06	5.7360947117603244e-05	-0.0905948620019231	-0.03774105856299816	1551.866398341427
495	1.2599007156422252e-06	5.1641275041932374e-05	-0.03397034333704691	-0.047673054091261	634.9134478843835
496	3.1440445547797214e-07	4.644160325894034e-05	0.0019150049930873152	-0.006551901067748424	-42.187837979877216
497	-6.29240079295564e-07	4.17299317830927e-05	-0.017412566046716746	0.03793446700066981	403.46888554755446
498	-1.5636893324406863e-06	3.747577017422406e-05	-0.06352481442645569	0.03440988289809893	1653.8990546773425
499	-2.481708501321393e-06	3.3650015118644887e-05	-0.07796492925946943	-0.013294119529150814	2333.380990718217
500	-3.3762272914666507e-06	3.022483976937224e-05	-0.03935787256542513	-0.05080800981646605	1471.5819429809835
501	-4.2403940774537205e-06	2.7173594445418473e-05	0.012317002168539697	-0.03577719537791481	-241.92411470129608
502	-5.067628058656201e-06	2.447071825688421e-05	0.021880244942309612	0.013677424664151991	-968.3593376027167
503	-5.851669016039067e-06	2.2091661190716303e-05	-0.017716759472036877	0.04004556400581359	300.7164771276755
504	-6.5866242976164334e-06	2.0012816163677102e-05	-0.05753992631481437	0.012539152806115346	2408.096135867231
505	-7.2670126838951025e-06	1.8211460522954798e-05	-0.04901039103008669	-0.03775661543403019	3035.187180462769
506	-7.887804810958275e-06	1.6665706450678854e-05	0.0004531044423161934	-0.05381159589672293	1226.3210104371171
507	-8.444459857663156e-06	1.5354459707826397e-05	0.036242432282223846	-0.01812496841641905	-1313.8033190731946
508	-8.932958234157636e-06	1.4257386137418683e-05	0.019396322882281047	0.027430662267393435	-1842.5702020094893
509	-9.349830041542921e-06	1.3354885329129646e-05	-0.028813569783348293	0.029901598091049864	395.9293974894372
510	-9.692179106785589e-06	1.2628070839004276e-05	-0.051544603053724256	-0.014002255174454956	3104.1872879700177
511	-9.957702432333973e-06	1.2058756349194982e-05	-0.02168197541772335	-0.054380641064182375	3283.1734520161012
512	-1.0144704936527835e-05	1.1629447146380823e-05	0.027257237182023615	-0.04558629304028254	610.822368729844
513	-1.0252109398150374e-05	1.1323336299975116e-05	0.0398548337769138	0.0014939777689530129	-1999.8231016050083
514	-1.0279461555883892e-05	1.112430491906863e-05	0.002424666450541721	0.03220445017962711	-1560.5485735511174
515	-1.02269303515447e-05	1.1016925876056205e-05	-0.0414956440954843	0.010977871012788427	1526.2891666651883
516	-1.0095303343420907e-05	1.098647039195702e-05	-0.04130631859505538	-0.03799593916527129	3761.566346227965
517	-9.885977353236161e-06	1.1018916890573876e-05	0.0026493460452221146	-0.05878360472098144	2518.561643035881
518	-9.600944446778043e-06	1.1100961545071303e-05	0.039746304784308406	-0.02796023580032703	-802.0887898350501
519	-9.242773383736003e-06	1.1220029957394681e-05	0.027356873577030573	0.01870989847637878	-2270.8735033927546
520	-8.814586706248886e-06	1.1364289433530479e-05	-0.020323258976679387	0.027553365588115976	-57.58993263341628
521	-8.320033668677597e-06	1.1522661340606841e-05	-0.048808777461059424	-0.011412843474567835	3254.3542239190715
522	-7.76325924168823e-06	1.1684833058872975e-05	-0.025949209907311074	-0.05325403246921119	3641.3833146596367
523	-7.1488694528109155e-06	1.1841269071706512e-05	0.021348999962545967	-0.04988177275080989	542.5358044813426
524	-6.481893352210648e-06	1.198322076579603e-05	0.03825914352531769	-0.0051793334545122	-2289.155241215839
525	-5.767741916901295e-06	1.2102734549254362e-05	0.005015273854464028	0.029701598972425233	-1290.7854343037957
526	-5.012164228024425e-06	1.2192657929616366e-05	-0.04059435573402059	0.015191047661491094	2409.9813926066163
527	-4.221201275292468e-06	1.2246643229557221e-05	-0.04680196364609403	-0.03140882365615805	4205.929202785181
528	-3.4011377584086577e-06	1.2259148657221463e-05	-0.0072444605757638475	-0.05603050613985597	1726.108644436032
529	-2.558452268812667e-06	1.2225436486808607e-05	0.03197512858503782	-0.029984621154168258	-2013.9848300931299
530	-1.699766245125297e-06	1.2141568142980562e-05	0.02538773334995657	0.017282081860840817	-2246.2204576617623
531	-8.317921029874261e-07	1.2004396026225035e-05	-0.019726264316994466	0.03221359941301401	1450.3497189536604
532	3.8719056442975496e-08	1.1811551952066813e-05	-0.0519275580637664	-0.0013630738180617115	4395.911060827417
533	9.050297537961183e-07	1.1561432121629342e-05	-0.034774957686650405	-0.043885563593650284	2694.192210299831
534	1.7604680514873321e-06	1.1253178577737156e-05	0.011492918279294866	-0.045665632956679886	-1616.5840895693009
535	2.5984786889201352e-06	1.0886657141388402e-05	0.03343398446120027	-0.0038767408815971877	-2985.9805874525614
536	3.412673043241348e-06	1.0462431861705474e-05	0.005809397562732729	0.03444812021211374	468.83246100765905
537	4.196877537916312e-06	9.981736049153306e-06	-0.03964886795929319	0.026576404290752555	4326.716304919238
